"mun";"x1";"x2";"x3";"x4";"x5";"x6";"x7";"x8";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x16";"x17";"x18"
"São José de Ubá (RJ)";2.79618333777243;-0.802620372890673;-0.100943318480255;-1.08807968376549;-1.99053237166507;-0.60810798676207;-2.63075231907946;-1.35680437411799;0.0210684028437461;-0.997343156130718;0.662684866718286;-1.54789801392713;-0.390900931696525;-1.44679915772727;-1.59736812372446;-1.24125561567201;-0.342978606773855;0.77216061038038
"São José do Vale do Rio Preto (RJ)";-0.107405716428075;-0.955840765119935;1.0434911834643;0.656627211115324;-0.627446676268325;0.355449709534946;-2.61509590139607;-0.740696086290078;-0.68853775207471;-0.153553216474458;-1.50503193852053;-1.33031723886021;0.214917601002797;-0.0449770416535968;-0.669150529400038;-0.945652131632206;-0.401603776039134;0.592672047806368
"São Pedro da Aldeia (RJ)";-0.415987326569315;-0.691034383366405;0.868946845896954;1.7045351102774;0.48204168044996;-0.371737186822092;0.600134771443847;0.258666092979288;-0.309650465579454;-0.723025006289154;0.621235787222396;0.0839577990747319;-0.38498498536519;-0.846811621518118;0.523813928099092;0.620165506342612;-0.127664260727322;0.485237125499849
"São Sebastião do Alto (RJ)";1.55081244342582;-0.550121990950179;0.0546193494655678;-2.49029759873582;-1.95883270433027;0.0475949507651875;-2.13139140482651;-1.16074285274603;-0.739467063689538;0.649256705876406;0.149042344347647;-1.71108359522732;-0.374031068188055;-1.02881034668566;-1.41684862467458;-1.22455148363037;-0.589220935500586;1.55019879423865
"Sapucaia (RJ)";-0.244272672741425;-0.434993185131404;0.541028450541534;-0.186658830849134;-0.722545678272748;-1.32014150448577;-0.56411388382546;-0.341678296950591;-0.0303869121669644;-0.997343156130718;0.692967907306596;-0.922353285609748;-0.0380503694789878;-0.893887083540646;-0.220251815957034;-0.585250163651702;-0.432999252141812;0.244277812957578
"Saquarema (RJ)";-0.452509864897816;-0.533794933156388;0.715638181027684;0.906571766530632;0.450342013115154;0.18670066902104;0.693817785053205;-0.225157079485603;-0.387720628028357;-0.75071583959528;-1.94975285325508;0.00236500842463868;-0.328584914050852;-0.916610288874047;-0.127669948068678;0.345166280263484;-0.36188223818156;0.624995730342687
"Seropédica (RJ)";-0.362398186148014;0.0863795554482572;0.0316740900515844;0.314139224356789;0.513741347784771;-1.12304840609677;-0.13876548897421;-0.173415140261641;-0.644701642316735;-0.806111461076852;-0.113716981523671;0.111155395958096;-0.384662431173728;-0.0570960517445784;-0.166853738968271;-0.23004939006688;-0.658940127949849;1.01770587125806
"Silva Jardim (RJ)";0.143344742716174;-0.756532168332287;0.748588355717945;-1.64255391212047;-1.54673702897776;-0.593363384205695;-0.578927353499898;-0.977436612575853;-0.530742589033524;-0.754366710967979;-1.13959000440533;-1.4935028201604;-0.434418748603277;-0.893949417082143;-1.94759138738562;-0.696966858319064;-0.609349450973606;2.51806968651691
"Sumidouro (RJ)";4.67429389290502;-0.753399517107525;-0.788674608612064;-2.84785940603758;-2.33922871234796;0.0228820454769928;-3.13778597687085;-1.19988620955446;-0.405362010170002;-0.260102932680045;-1.28259343592646;-2.66299948614507;-0.324188669544408;-2.00062326838784;-1.65956530484399;-1.10062656553877;-0.640056597354196;1.20431198811686
"Tanguá (RJ)";-0.376743402860377;-0.477608161325439;0.630784933408411;0.715030851955323;-0.310450002920243;-1.16381645555781;0.322359784801011;-0.968598801030633;-0.879478852380558;1.10758765959157;-1.8290946204099;-1.4935028201604;-0.42350891721783;0.192428866315841;-1.3320447059665;-1.14432709558892;-0.707411952317684;1.52284372060174
"Teresópolis (RJ)";-0.00169838981280554;-0.165794244988895;0.175266214378189;0.231808400773978;0.386942678445537;1.17502210317475;0.324978066388592;0.728229675894269;0.0349335517117495;-0.332084849464505;0.05084441819717;0.573514542975291;-0.20962053766915;-0.284413423249931;0.91789082499254;0.707979403857421;1.51657761927975;-1.13238934993676
"Trajano de Moraes (RJ)";1.34269112717421;-0.784898694579216;0.372413619522395;-2.39514696851203;-1.92713303699546;-0.878659565614806;-2.48515305262244;-0.940894455619377;-0.822318739186372;0.129603136343907;-1.3054315396916;-1.13993406067666;-0.437924750613877;-0.912197298387872;-1.5900584917521;-0.213941474653367;-0.661797924326658;1.34112463420011
"Três Rios (RJ)";0.00392696864859794;0.328690376581005;-0.347657525260222;1.31535672126123;0.672239684458812;0.332840655886824;0.83563692612003;0.398159352510396;0.967959713756266;0.184863955637783;0.845846251853638;0.437526558558469;-0.0563690597615496;1.10647923387496;0.957325447809619;0.245869584034843;1.65250086701047;-0.204209612392693
"Valença (RJ)";-0.306813869628731;0.174470657643523;-0.0799602633139573;0.480678975157213;0.513741347784771;-0.557939512772346;0.149289343383695;-0.00226872590545628;0.188525525967173;0.349036661057287;0.315536566886648;0.791095318042207;-0.30001219993243;0.294713534623032;0.178311299254698;-0.0978336769966936;0.0509057897239267;-0.0514950418739792
"Varre-Sai (RJ)";2.22855296999042;-0.86984398347077;0.162058661964671;-1.5931848827373;-1.07124201895564;-0.800288493917904;-1.5239295058532;-1.23890420733389;-0.137231706334006;0.258623697716207;0.156756594349524;-1.35751483574358;-0.402625901484492;-1.6658036773779;-1.41261657878764;-1.18831773247591;-0.349454793115178;1.12722989757176
"Vassouras (RJ)";-0.110628690338145;-0.709587026493153;0.78510921967336;-0.765528070798749;0.00654667042783819;0.42496312103566;-1.10985987467546;0.00613032903822704;0.529787002606295;3.47194805606952;0.602244617706975;0.138352992841461;-0.354778022123094;-0.829774251361142;0.180756504357053;0.429344144922768;0.322462815582718;0.0442594755867576
"Volta Redonda (RJ)";-0.614241765929252;1.20468419773267;-1.06137335478857;1.00290422877815;1.30623303115497;1.17961901987214;1.0247446808161;1.29012018367527;0.977138732466794;-0.0386274510697294;1.41771053971101;1.68861601519323;0.303024467549519;1.68073210505567;2.02345544733013;1.36909663976511;1.66291040049194;-1.31103019787276
