"RC1";"RC2";"RC3"
"1";0.562842510757653;0.407883603752293;0.577463888164331
"2";-0.947339727969581;0.047517625192019;-0.567000610565107
"3";-0.205883822500061;0.632275049402474;-0.56591646530502
"4";-0.625058767687939;0.380991245635373;-0.0426394192900914
"5";0.169207009734606;0.747384741730415;1.49242978820792
"6";-0.130266532141244;1.40911571223199;-0.334863056964082
"7";0.193892479843123;0.949160616052086;-0.140361884822897
"8";0.297063689592492;1.06761302798448;-0.172340462088173
"9";-1.18089819780364;1.32113500653358;-0.371963665004664
"10";0.0488442655871642;-1.21901121515791;0.138604739605459
"11";0.298817315889368;-0.170522330000134;-0.524354010542612
"12";0.422173817459838;0.423179672365209;1.09127944255825
"13";-0.600909728149907;0.149597882081623;0.0627675482704526
"14";-0.383739195610063;-1.18051672172902;-0.372054589843568
"15";-0.176993575892916;-0.160360055133832;1.31600526475846
"16";-0.932278168779423;0.93556812342987;-0.16481959403876
"17";0.11151912821232;0.145328965123853;1.89766344527969
"18";0.226652540615707;-0.628990651158189;0.86619116683911
"19";-0.712763757235439;-1.42755831160632;-0.569596220108326
"20";-0.204590689479153;-0.30997318818367;0.208085534341316
"21";0.188296451667061;0.0462062688492594;1.54975545132764
"22";-0.198748414896247;-0.00242793945597452;-0.499112897056741
"23";0.293287841638949;0.727191282257171;-0.374387652571168
"24";0.00656497479829009;-2.03109490949026;-0.604993951739453
"25";-0.448929593167429;1.03033431960856;0.362370254905167
"26";-0.614180758512879;0.102820155308149;-0.120427901682458
"27";-0.798228267757991;0.613096165684609;-0.382402725708637
"28";-0.109151191811546;1.30613754132004;-0.629765473381979
"29";-0.849751026039313;0.976030064633621;-0.496759839132131
"30";-0.290280919870128;0.594063843410071;-0.128958346300737
"31";-0.388351834995524;-0.524306056181968;-0.495302320055775
"32";0.188354654590561;-0.870155691247077;-0.846254032139552
"33";0.379681720966838;0.329363906091485;-0.571386273828302
"34";0.0658297974242035;0.670657175702088;0.485898804692459
"35";-1.54599791916982;0.854451009822297;-0.775978009813584
"36";-0.722817914669457;-0.852067841139287;-0.18665880050683
"37";1.84999757583925;0.100988974349679;1.07042377301108
"38";-0.238189944043959;0.136494092511653;-0.211518988756345
"39";-0.711085571237253;0.877292107862217;-0.640487552228305
"40";0.574469318934606;0.443025595959351;-0.335182145339265
"41";0.585773294748754;0.924328548127704;0.252141498288737
"42";-0.238921121583459;0.905852427815501;-0.501621676245962
"43";-0.0657984601370545;1.50449478484409;-0.74547788119693
"44";0.37993170507408;0.213006680084123;-0.641808437626421
"45";-0.187012775306059;0.129095001948588;-0.702306094899962
"46";0.0815081003993784;-0.452844693602802;-0.473904337732991
"47";0.477116687727561;1.55480727106984;-0.817577814424417
"48";5.79342137330186;-0.692860123707238;-0.614434023639034
"49";1.24087970373143;0.326737737465781;-0.570328879249759
"50";-0.368825839463498;1.13291058673586;-0.647166396308949
"51";0.0011752003896364;0.582652463433709;-0.547608370175318
"52";-0.108923783323018;0.398007516693613;-0.389152644919849
"53";0.318395489205582;-0.564808563123477;0.620055945233271
"54";-0.577275577375598;-1.02008482982119;-0.445667837215382
"55";1.09670434916566;0.597203411269627;0.336175411202963
"56";-0.10304219519201;0.583862269098999;-0.499884396997915
"57";0.0123706856247963;-0.19459570219708;1.49604539436875
"58";0.097157801545749;-0.885032754674327;-0.423504145385349
"59";-0.735527096091107;-0.0652606277111019;5.22163072868424
"60";-0.728492634762452;0.419979969698029;0.330200559550758
"61";-1.15665210601387;0.979845114565233;-0.0114419966799937
"62";-0.131326057094831;-0.855645279114914;3.44223445905826
"63";1.30744111229964;0.411849704727284;1.49760137013549
"64";-0.036337610997667;0.0898085035008054;-0.385728092571137
"65";0.145166304840815;-1.23716750885691;-0.509925770091114
"66";-0.752843698830852;-0.60097894943355;-0.0545952033111409
"67";1.36898262905899;0.419784394251839;2.24003456085774
"68";4.69204718136881;-0.59917104707175;-1.02767628851658
"69";-0.261167143372339;-1.8844634671448;-0.149566084893937
"70";0.0832878328417523;-0.0442826624792556;-0.430772503962891
"71";-0.787635293997273;-2.04654365680318;-0.614178180884061
"72";-0.140709634363756;-0.580746183166687;-0.518608536773186
"73";-0.0350360445442725;1.36540542777378;-0.558038187020217
"74";-0.950057035019451;-0.501049982935641;3.32043206765438
"75";-0.547965106525614;1.65657061306324;-0.749754180141442
"76";-0.38390539993908;-2.35119136507407;-0.617736995038904
"77";-0.642664251023225;-0.755476569458287;-0.292792213534619
"78";-0.0577602886594151;0.926453812711419;-0.705437353715373
"79";-0.584096059863574;-2.14193932985721;-0.245602476606826
"80";-0.381980126541763;-0.366384362562538;-0.155895399707759
"81";-0.416313184280972;0.799639538226273;-0.508403281423442
"82";-0.516653464632216;0.530380063325148;-0.11038631401873
"83";-0.910575926650862;-1.146534024634;-0.508969920758211
"84";-0.166458915583803;-3.53817167735134;-0.388385873867141
"85";-1.42030703678156;0.373822157175968;-0.534110141547676
"86";0.997765493680299;0.0895076527227672;-0.346121457603919
"87";-0.253626679517963;-2.23133489362723;-0.309359948505503
"88";0.674817625264882;0.549180538921809;-0.28488520862433
"89";0.0138512365398582;0.525513823943666;-0.141699199506236
"90";-0.528227039311008;-1.62971822902507;-0.643974163880844
"91";0.518793820896164;-0.543619982518852;-0.473003276889745
"92";1.42847038494281;0.891287588355931;0.547486977911841
